,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
198,199,75,RM,6.491069783799412,17.61124925276525,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,11.35052133593022,11.35052133593022,GasA,Ex,Y,SBrkr,11.919130071867999,11.919130071867999,9.532407056589415,14.524480639173714,0,0,1,0,5,1,TA,8,Typ,0,None,None,None,None,0,0.0,None,None,Y,0.0,8.081454683660327,4.492017742920502,0.0,0.0,0.0,None,MnPrv,None,0.0,7,2009,WD,Abnorml,11.552155793461898
199,200,20,RL,6.1236810031695965,19.708494157911648,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,8.711412885510219,Gd,TA,PConc,Ex,TA,Av,GLQ,12.364390898216676,Unf,0.0,10.847718285666259,13.704240216159398,GasA,Ex,Y,SBrkr,13.704240216159398,0.0,0.0,13.704240216159398,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,YearGroup7,Fin,3,11.69262258528247,TA,TA,Y,0.0,4.2631607783924865,0.0,0.0,7.749777605191192,0.0,None,None,None,0.0,1,2009,WD,Normal,12.524166311833152
200,201,20,RM,6.221213632878419,19.256066919712865,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,12.449802007625077,12.449802007625077,GasA,Ex,Y,SBrkr,12.449802007625077,0.0,0.0,12.449802007625077,0,0,2,0,2,1,TA,5,Typ,0,None,Attchd,YearGroup7,RFn,2,9.951171656935063,TA,TA,Y,7.216434458396561,5.80273872401839,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,11.849404844423074
201,202,20,RL,6.098626104970388,19.92370632745178,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,10.914147977453368,LwQ,8.856575964639738,8.831513536945508,12.636246788021865,GasA,TA,Y,SBrkr,12.831340980759496,0.0,0.0,12.831340980759496,0,1,2,0,3,1,TA,6,Typ,2,Fa,Detchd,YearGroup6,Unf,2,10.132026289259763,TA,TA,Y,8.492259095309958,6.2917110215767,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,2,2008,WD,Normal,12.052344376474922
202,203,50,RL,5.357203202420049,18.491717969785224,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,10.813960584271678,Unf,0.0,0.0,10.813960584271678,GasA,Gd,Y,SBrkr,11.721415035559403,9.979298049926308,0.0,12.901455213110864,0,0,2,0,2,1,TA,6,Min1,0,None,Attchd,YearGroup3,Unf,1,9.70355933970797,TA,TA,Y,0.0,0.0,7.120635667155021,0.0,0.0,0.0,None,None,None,0.0,5,2006,COD,Normal,11.626263078808801
203,204,120,RM,5.1982423171774075,16.829743382399187,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.158132683068054,Gd,TA,PConc,Gd,TA,Av,GLQ,10.999233433990224,Unf,0.0,7.944502934774821,11.666812715499137,GasA,Ex,Y,SBrkr,11.666812715499137,0.0,0.0,11.666812715499137,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,YearGroup7,RFn,2,9.835883259370169,TA,TA,Y,7.469199663707945,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2008,WD,Normal,11.91170829631447
204,205,50,RM,5.357203202420049,16.007824898140864,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,9.118180873967548,Unf,0.0,9.764455971860276,11.222867447268218,GasA,TA,Y,SBrkr,11.222867447268218,10.580430421256926,0.0,12.842746673532414,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,YearGroup4,Unf,1,8.511219710154148,TA,TA,Y,0.0,4.745132396064701,0.0,0.0,0.0,0.0,None,MnWw,None,0.0,4,2009,WD,Normal,11.608244735642321
205,206,20,RL,6.635082099792532,20.55893507703038,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,13.147735368236399,13.147735368236399,GasA,Ex,Y,SBrkr,13.185078454680323,0.0,0.0,13.185078454680323,0,0,2,0,3,1,TA,5,Typ,0,None,Attchd,YearGroup6,RFn,2,10.272201962485878,TA,TA,Y,0.0,4.697012078927853,0.0,10.312501443831783,0.0,0.0,None,None,None,0.0,5,2009,WD,Normal,12.103491596905931
206,207,20,RL,4.969939052451073,21.149230830209838,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,12.498014018972166,12.498014018972166,GasA,TA,Y,SBrkr,13.673804902388985,0.0,0.0,13.673804902388985,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,YearGroup5,RFn,1,9.384956206517197,TA,TA,Y,0.0,4.492017742920502,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,11.87688084212164
207,208,20,RL,6.159768979367088,20.77521998699135,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,9.829997546645748,Rec,9.072418929401417,9.558415980517164,12.39570086898915,GasA,TA,Y,SBrkr,12.39570086898915,0.0,0.0,12.39570086898915,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,YearGroup5,RFn,1,9.118180873967548,TA,TA,Y,9.42593422668958,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,4,2008,WD,Normal,11.856522261533737
208,209,60,RL,6.246372486557445,21.355685422135338,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,7.15298821355506,Gd,TA,CBlock,Gd,TA,Gd,GLQ,12.303551331145187,Unf,0.0,6.491069783799412,12.54057606684657,GasA,Ex,Y,SBrkr,12.597322510610718,11.775113743156055,0.0,14.278490577412953,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,YearGroup6,Fin,2,10.029256998621547,TA,TA,Y,5.684506656824126,5.5270737381589985,0.0,0.0,7.538897810304354,0.0,None,None,None,0.0,4,2007,WD,Normal,12.531776395271262
209,210,20,RL,6.098626104970388,19.11937790480516,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,8.693814389412918,TA,TA,CBlock,Gd,TA,No,Rec,11.462910430593931,Unf,0.0,9.064718155085044,12.374859997919224,GasA,Ex,Y,SBrkr,12.374859997919224,0.0,0.0,12.374859997919224,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,YearGroup5,RFn,2,10.292419534723528,TA,Gd,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,7,2008,WD,Normal,11.884495917930655
210,211,30,RL,5.88741871045203,17.666301249211244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,10.105326135535595,Unf,0.0,9.69122459677165,11.718228468762483,GasA,TA,N,FuseA,11.718228468762483,0.0,0.0,11.718228468762483,1,0,1,0,2,1,TA,5,Typ,0,None,None,None,None,0,0.0,None,None,Y,0.0,0.0,6.574446614595114,0.0,0.0,0.0,None,None,None,0.0,4,2008,WD,Normal,11.49273296168228
211,212,20,RL,6.2917110215767,20.038491242949082,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,4.792129643835174,Unf,0.0,12.58752143849926,12.67473130230943,GasA,Ex,Y,SBrkr,12.67473130230943,0.0,0.0,12.67473130230943,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,YearGroup7,RFn,2,10.06209830903299,TA,TA,Y,6.65495044352145,4.003419248109409,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,12.133507329024972
212,213,60,FV,6.02174235239564,19.29863315203156,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,11.581478040644813,Unf,0.0,6.172972078519893,11.831021744455525,GasA,Ex,Y,SBrkr,11.928110894504265,11.89203905911452,0.0,13.943905761903997,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,YearGroup7,RFn,2,10.9264465754113,TA,TA,Y,7.724358962810533,6.808145364123843,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,New,Partial,12.439875187430008
213,214,20,RL,5.093856518007759,21.11708683939094,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,11.207944956626681,Unf,0.0,8.814676767298959,12.097089863928765,GasA,Ex,Y,SBrkr,12.097089863928765,0.0,0.0,12.097089863928765,0,1,1,0,3,1,TA,5,Typ,0,None,Attchd,YearGroup7,Unf,2,10.634887347225343,TA,TA,Y,8.355622538951035,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,11.957617696467539
214,215,60,RL,6.246372486557445,20.219487953095708,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,7.525112644917748,TA,TA,CBlock,Gd,TA,No,GLQ,9.577768772977672,Unf,0.0,9.110605958809188,11.105325148456878,GasA,Ex,Y,SBrkr,11.105325148456878,11.158953155173984,0.0,13.080346166472044,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,YearGroup6,Fin,1,9.018059074748715,TA,TA,Y,0.0,4.792129643835174,0.0,0.0,0.0,0.0,None,MnPrv,Shed,10.00715768738887,3,2010,WD,Normal,11.993813394724253
215,216,20,RL,6.02174235239564,19.878586221665312,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.80273872401839,TA,TA,CBlock,TA,TA,No,BLQ,9.459636543250584,Unf,0.0,11.185427995409277,12.316871578200077,GasA,TA,Y,SBrkr,12.73165675448797,0.0,0.0,12.73165675448797,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,YearGroup5,Unf,1,9.990473606737828,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2006,WD,Normal,11.808955099378537
216,217,20,RL,5.831327892742091,19.212182313188084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.746271288139047,Gd,TA,PConc,Gd,TA,Mn,GLQ,11.969699625821692,Unf,0.0,10.221051196470764,13.172674972526542,GasA,Ex,Y,SBrkr,13.172674972526542,0.0,0.0,13.172674972526542,1,0,2,0,3,1,Gd,8,Typ,0,None,Attchd,YearGroup7,Unf,2,10.189934126006927,TA,TA,Y,7.323662936018393,6.615044151314694,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2008,WD,Normal,12.25486757159303
217,218,70,RM,5.59142712460611,19.83664022129748,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,11.09371324431321,11.09371324431321,GasA,Fa,N,SBrkr,11.541317584499387,10.362125484014028,0.0,12.941522501779879,0,0,1,0,3,1,TA,8,Typ,0,None,Detchd,YearGroup4,Unf,1,8.211557890737238,TA,TA,Y,0.0,7.77494479144778,5.684506656824126,0.0,0.0,0.0,None,None,None,0.0,9,2006,WD,Family,11.580593459194764
218,219,50,RL,5.80273872401839,21.721128596781227,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,9.118180873967548,Gd,Gd,CBlock,TA,TA,No,BLQ,9.329379793154162,Unf,0.0,10.04572336669768,11.500648811372505,GasA,Ex,Y,SBrkr,12.490447183834874,11.564805404845684,0.0,14.110233605762662,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,YearGroup4,Unf,2,9.899853860909511,TA,TA,Y,0.0,7.0038814507272,7.483295642295591,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,12.649157827477366
219,220,120,RL,5.093856518007759,15.500763769302969,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.5304192649587702,Gd,TA,PConc,Gd,TA,Av,GLQ,3.5304192649587702,Unf,0.0,12.722234748500732,12.759768216884932,GasA,Ex,Y,SBrkr,12.759768216884932,0.0,0.0,12.759768216884932,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,YearGroup7,Fin,2,9.939845154868248,TA,TA,Y,6.808145364123843,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,New,Partial,12.027191164883384
220,221,20,RL,6.047663906109832,19.453740387329653,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,13.298777940587525,13.298777940587525,GasA,Ex,Y,SBrkr,13.298777940587525,0.0,0.0,13.298777940587525,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,YearGroup7,RFn,2,11.050764139367695,TA,TA,Y,9.398681444092006,4.6477085871174175,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2006,New,Partial,12.230282214644559
221,222,60,RL,6.246372486557445,19.033249003084656,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,12.153411127502059,12.153411127502059,GasA,Ex,Y,SBrkr,12.153411127502059,12.780701545387492,0.0,14.578258148394013,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,YearGroup7,RFn,2,9.65390077895301,TA,TA,Y,7.020909424392293,5.210789042972047,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,ConLI,Normal,12.206077645517674
222,223,60,RL,6.337529394588084,20.427595070563232,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,10.515640585342503,Unf,0.0,7.659675454722643,11.196706580510563,GasA,TA,Y,SBrkr,11.54468351231224,11.300075138807955,0.0,13.405047295201893,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,YearGroup6,RFn,2,9.917059938656934,TA,TA,Y,8.200959587116674,8.190318298434116,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,2,2006,WD,Normal,12.100161978566867
223,224,20,RL,5.968980585391403,20.069142933286322,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,10.391511119178736,LwQ,7.873203454932757,7.620056264664793,11.718228468762483,GasA,Gd,Y,SBrkr,11.718228468762483,0.0,0.0,11.718228468762483,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,YearGroup6,Unf,2,10.634887347225343,TA,TA,Y,8.274265741119429,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Abnorml,11.48247656671073
224,225,20,RL,6.7135683558601436,21.087512491544587,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,11.89807866843504,Ex,TA,PConc,Ex,TA,Gd,GLQ,5.559490358416789,Unf,0.0,14.673978647470983,14.74991461116888,GasA,Ex,Y,SBrkr,14.74991461116888,0.0,0.0,14.74991461116888,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,YearGroup7,Fin,3,12.034009403081631,TA,TA,Y,8.585749373306383,6.751853423240825,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,12.864242696187505
225,226,160,RM,3.9325102940665544,13.644922232663887,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,7.368227644721959,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,10.868631091996152,10.868631091996152,GasA,TA,Y,SBrkr,10.868631091996152,11.038947685692156,0.0,12.883497261224814,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,YearGroup7,Unf,1,8.864879392672357,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2009,COD,Abnorml,11.626263078808801
226,227,60,RL,6.268453117386751,19.85426337184316,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.946560885133437,Gd,TA,PConc,Gd,TA,No,GLQ,10.585005856057766,Unf,0.0,10.901800432526851,12.653137235977375,GasA,Ex,Y,SBrkr,12.67951148163445,12.89248791603888,0.0,14.917966282593023,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,YearGroup7,RFn,3,11.22658707236721,TA,TA,Y,8.355622538951035,6.9168874400292815,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Abnorml,12.577639650232573
227,228,160,RM,3.9325102940665544,13.972158966220121,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,7.136865651218368,TA,TA,CBlock,TA,TA,No,Rec,9.185444953830356,Unf,0.0,7.6465380079030645,10.184716170074022,GasA,TA,Y,SBrkr,10.184716170074022,10.292419534723528,0.0,12.088558507481578,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,YearGroup6,Unf,1,8.864879392672357,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2008,WD,Normal,11.571203807011969
228,229,20,RL,5.968980585391403,19.244679144588034,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,11.647319302994648,Unf,0.0,5.968980585391403,11.867768587390184,GasA,TA,Y,SBrkr,11.867768587390184,0.0,0.0,11.867768587390184,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,YearGroup6,Unf,1,9.294080796212425,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2010,WD,Normal,11.736077016252437
229,230,120,RL,5.093856518007759,15.686251940363096,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.5304192649587702,Gd,TA,PConc,Gd,TA,Av,GLQ,3.5304192649587702,Unf,0.0,13.00511549054498,13.039708694883634,GasA,Ex,Y,SBrkr,13.410858540974692,0.0,0.0,13.410858540974692,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,YearGroup7,Fin,2,9.894095929689868,TA,TA,Y,7.382905995629807,3.858806663498184,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2009,WD,Normal,12.167856627501678
230,231,20,RL,6.047663906109832,19.352404740375807,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,8.315257068972656,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,12.631405526177327,12.631405526177327,GasA,TA,Y,SBrkr,12.631405526177327,0.0,0.0,12.631405526177327,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,YearGroup5,RFn,1,9.118180873967548,TA,TA,Y,0.0,0.0,7.020909424392293,0.0,0.0,0.0,None,None,None,0.0,4,2010,WD,Normal,11.904974309480183
231,232,60,RL,7.799865873444875,21.577145805758988,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.302477323271576,Gd,TA,PConc,Gd,TA,No,GLQ,11.105325148456878,Unf,0.0,11.414226705566746,13.226109219740668,GasA,Ex,Y,SBrkr,13.28275855746953,12.887995516624098,0.0,15.25461855473591,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,YearGroup7,Fin,3,11.541317584499387,TA,TA,Y,0.0,7.426427090052128,8.125546157091508,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,12.90669432231532
232,233,160,RM,3.9325102940665544,13.644922232663887,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,9.002329725380731,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,10.184716170074022,10.184716170074022,GasA,TA,Y,SBrkr,10.184716170074022,10.292419534723528,0.0,12.088558507481578,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,YearGroup6,Unf,1,8.930417557876343,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,11.456365695436427
233,234,20,RL,6.098626104970388,20.12608375857143,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,7.8971902791299975,ALQ,11.192951535258446,0.0,11.812492076604793,GasA,TA,Y,SBrkr,11.812492076604793,0.0,0.0,11.812492076604793,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,YearGroup6,Unf,1,9.087756729969003,TA,TA,Y,9.492944395952554,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,2,2010,WD,Normal,11.761354623750297
234,235,60,RL,6.246372486557445,18.928371681986796,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,10.847718285666259,Unf,0.0,8.463563732298573,11.705450805865961,GasA,Ex,Y,SBrkr,11.705450805865961,12.39570086898915,0.0,14.119785966903773,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,YearGroup7,Fin,2,9.951171656935063,TA,TA,Y,8.930417557876343,5.285266416806648,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,12.285350445351659
235,236,160,RM,3.9325102940665544,13.644922232663887,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,10.75830365760641,TA,TA,CBlock,TA,TA,No,ALQ,9.446203520562454,Unf,0.0,7.104296691279632,10.184716170074022,GasA,TA,Y,SBrkr,10.184716170074022,10.292419534723528,0.0,12.088558507481578,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,YearGroup6,Unf,1,8.72889799237455,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2008,WD,Normal,11.402005077384885
236,237,20,RL,5.831327892742091,19.358192347019404,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.615044151314694,Gd,TA,PConc,Gd,TA,Av,GLQ,4.137710644618417,Unf,0.0,13.076090802577335,13.126815626509213,GasA,Ex,Y,SBrkr,13.126815626509213,0.0,0.0,13.126815626509213,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,YearGroup7,RFn,2,10.241616824818687,TA,TA,Y,7.216434458396561,6.751853423240825,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,12.130815551850676
